"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.106708526E2,6.505563415E1,2.545796009E1,1.155192322E1,1.500000000E0,3.532999878E2,3.790092468E0,2.500000000E0
2.116705525E2,6.505563812E1,2.545796357E1,1.073264715E1,2.800000012E-1,3.582000122E2,3.790092468E0,2.500000000E0
2.126703617E2,6.505565157E1,2.545796805E1,1.070554278E1,1.639999986E0,3.582999878E2,3.790092468E0,2.500000000E0
2.136700106E2,6.505566611E1,2.545796981E1,1.076480244E1,1.440000057E0,3.562999878E2,3.790092468E0,2.765417814E0
2.146707570E2,6.505568126E1,2.545797277E1,1.008492624E1,1.519999981E0,3.571000061E2,3.790092468E0,2.834770203E0
2.156705526E2,6.505569539E1,2.545797376E1,9.746480899E0,1.590000033E0,3.583999939E2,3.790092468E0,2.722245932E0
2.166702340E2,6.505570981E1,2.545797342E1,9.509475730E0,1.629999995E0,3.582999878E2,3.790092468E0,2.936943293E0
2.176700017E2,6.505572554E1,2.545797483E1,9.345163109E0,1.740000010E0,2.000000000E0,3.790092468E0,2.667053938E0
2.186707375E2,6.505574262E1,2.545797780E1,9.284121614E0,1.809999943E0,3.500000000E0,3.790092468E0,2.500000000E0
2.196707320E2,6.505575523E1,2.545797745E1,8.487241661E0,1.429999948E0,1.000000000E0,3.790092468E0,2.500000000E0
2.206699878E2,6.505576588E1,2.545797492E1,8.456963800E0,1.379999995E0,3.581000061E2,3.790092468E0,2.500000000E0
2.216700649E2,6.505577862E1,2.545797436E1,8.781360629E0,1.450000048E0,6.000000238E-1,3.790092468E0,2.500000000E0
2.226705555E2,6.505579005E1,2.545797595E1,8.976119529E0,1.419999957E0,6.099999905E0,3.790092468E0,2.545649529E0
2.236705311E2,6.505580153E1,2.545797804E1,8.640849165E0,1.389999986E0,7.099999905E0,3.790092468E0,2.763130188E0
2.246708453E2,6.505581345E1,2.545797836E1,8.613683909E0,1.379999995E0,2.799999952E0,3.790092468E0,2.915317774E0
2.256707962E2,6.505582519E1,2.545797629E1,8.358002840E0,1.360000014E0,1.399999976E0,3.790092468E0,3.059093475E0
2.266700441E2,6.505583693E1,2.545797447E1,7.824978048E0,1.350000024E0,3.582000122E2,3.790092468E0,3.163172483E0
2.276699531E2,6.505584883E1,2.545797493E1,7.844138498E0,1.350000024E0,2.000000000E0,3.790092468E0,3.308794260E0
2.286701177E2,6.505586057E1,2.545797640E1,7.688860643E0,1.320000052E0,2.299999952E0,3.790092468E0,3.526257753E0
2.296707915E2,6.505587236E1,2.545797323E1,7.257886467E0,1.320000052E0,3.573999939E2,3.790092468E0,3.673685074E0
2.306705392E2,6.505588472E1,2.545797001E1,6.986457963E0,1.330000043E0,3.586000061E2,3.827010393E0,3.660730124E0
2.316699221E2,6.505589701E1,2.545796747E1,6.623293719E0,1.320000052E0,2.900000095E0,3.790092468E0,3.384849787E0
2.326701814E2,6.505591408E1,2.545796722E1,7.710689382E0,1.409999967E0,6.000000000E0,3.790092468E0,3.252283096E0
2.336709067E2,6.505593251E1,2.545796556E1,8.187122449E0,1.470000029E0,4.000000060E-1,3.790092468E0,2.765080452E0
2.346699059E2,6.505594890E1,2.545796142E1,7.952984755E0,1.379999995E0,3.582999878E2,3.790092468E0,2.500000000E0
2.356706601E2,6.505596657E1,2.545796039E1,8.605809787E0,1.480000019E0,1.700000048E0,3.790092468E0,2.500000000E0
2.366705553E2,6.505598149E1,2.545796385E1,8.837066550E0,1.490000010E0,4.900000095E0,3.790092468E0,2.500000000E0
2.376708078E2,6.505599536E1,2.545796908E1,8.300928895E0,1.490000010E0,6.400000095E0,3.790092468E0,2.500000000E0
2.386704285E2,6.505600790E1,2.545797356E1,8.289388844E0,1.440000057E0,6.800000191E0,3.790092468E0,2.500000000E0
2.396700108E2,6.505602077E1,2.545798323E1,8.056474713E0,1.519999981E0,1.050000000E1,3.790092468E0,2.500000000E0
2.406702514E2,6.505603309E1,2.545799486E1,7.898695285E0,1.470000029E0,1.389999962E1,3.790092468E0,2.500000000E0
2.416705651E2,6.505604598E1,2.545801094E1,8.021555763E0,1.549999952E0,2.050000000E1,3.790092468E0,2.500000000E0
2.426706219E2,6.505605834E1,2.545803248E1,8.074104536E0,1.480000019E0,3.139999962E1,3.790092468E0,2.500000000E0
2.436699540E2,6.505606763E1,2.545806246E1,7.738227681E0,1.480000019E0,4.900000000E1,3.790092468E0,2.500000000E0
2.446707617E2,6.505607293E1,2.545809904E1,7.654550359E0,1.590000033E0,6.619999695E1,3.790092468E0,2.500000000E0
2.456705823E2,6.505607557E1,2.545813992E1,7.506787622E0,1.659999967E0,7.809999847E1,3.790092468E0,2.500000000E0
2.466698729E2,6.505607544E1,2.545818153E1,7.175493330E0,1.710000038E0,8.740000153E1,3.790092468E0,2.500000000E0
2.476699924E2,6.505607316E1,2.545822358E1,6.658286836E0,1.740000010E0,9.369999695E1,3.790092468E0,2.500000000E0
2.486702420E2,6.505607018E1,2.545826790E1,6.177213672E0,1.809999943E0,9.459999847E1,3.790092468E0,2.500000000E0
2.496702236E2,6.505606718E1,2.545831286E1,5.877231893E0,1.789999962E0,9.569999695E1,3.790092468E0,2.500000000E0
2.506706009E2,6.505606437E1,2.545835749E1,5.560160160E0,1.740000010E0,9.459999847E1,3.790092468E0,2.500000000E0
2.516705757E2,6.505606258E1,2.545840329E1,5.375900656E0,1.779999971E0,9.590000153E1,3.790092468E0,2.500000000E0
2.526708517E2,6.505606056E1,2.545844765E1,5.292715305E0,1.799999952E0,9.940000153E1,3.790092468E0,2.500000000E0
2.536702195E2,6.505606124E1,2.545848581E1,5.281488684E0,1.789999962E0,9.480000305E1,3.790092468E0,2.500000000E0
2.546705957E2,6.505606346E1,2.545851341E1,5.707149974E0,1.460000038E0,9.309999847E1,3.790092468E0,2.500000000E0
2.556701868E2,6.505606500E1,2.545854454E1,5.844542866E0,1.649999976E0,9.269999695E1,3.790092468E0,2.711122513E0
2.566702433E2,6.505606566E1,2.545857929E1,5.929873502E0,1.710000038E0,9.350000000E1,4.867235661E0,3.140427351E0
2.576701515E2,6.505606499E1,2.545861105E1,5.864264393E0,1.629999995E0,9.530000305E1,6.444478989E0,3.518474102E0
2.586704253E2,6.505606438E1,2.545863614E1,5.884286865E0,1.450000048E0,9.580000305E1,7.147599697E0,3.832490921E0
2.596703039E2,6.505606901E1,2.545866598E1,6.024486033E0,1.529999971E0,8.700000000E1,8.507870674E0,4.059543133E0
2.606701988E2,6.505606894E1,2.545869755E1,6.008803427E0,1.549999952E0,9.359999847E1,9.157600403E0,4.248918533E0
2.616699787E2,6.505606623E1,2.545872822E1,5.472797045E0,1.490000010E0,9.890000153E1,9.213574409E0,4.260155678E0
2.626706833E2,6.505605774E1,2.545875843E1,4.941797745E0,1.549999952E0,1.110999985E2,9.035579681E0,4.333434582E0
2.636705264E2,6.505604850E1,2.545878588E1,4.849030861E0,1.470000029E0,1.163000031E2,9.553390503E0,4.460335255E0
2.646704764E2,6.505604079E1,2.545881281E1,4.609595845E0,1.450000048E0,1.140000000E2,1.022203541E1,4.616049767E0
2.656699520E2,6.505603826E1,2.545884510E1,4.719524625E0,1.519999981E0,1.001999969E2,1.070743179E1,4.660412788E0
2.666703326E2,6.505603714E1,2.545887721E1,4.474167192E0,1.440000057E0,9.480000305E1,1.152123928E1,4.825646877E0
2.676705854E2,6.505604212E1,2.545891086E1,4.777452572E0,1.570000052E0,7.700000000E1,1.196431732E1,4.865361214E0
2.686709133E2,6.505603973E1,2.545894879E1,4.524039619E0,1.720000029E0,9.130000305E1,1.184527016E1,5.040211678E0
2.696701510E2,6.505603974E1,2.545898527E1,4.507197843E0,1.600000024E0,9.459999847E1,1.152064705E1,5.121723175E0
2.706704879E2,6.505603669E1,2.545902828E1,4.521546925E0,1.539999962E0,9.450000000E1,9.363595963E0,4.791790009E0
2.716713154E2,6.505602676E1,2.545906817E1,4.192758698E0,1.529999971E0,9.619999695E1,8.923551559E0,4.844251633E0
2.726717674E2,6.505601725E1,2.545910917E1,3.688738492E0,1.549999952E0,9.240000153E1,8.934685707E0,4.814288139E0
2.736710238E2,6.505600866E1,2.545913686E1,3.948693546E0,1.450000048E0,9.559999847E1,8.364809036E0,4.563429832E0
2.746714926E2,6.505600837E1,2.545918454E1,5.805266177E0,1.559999943E0,9.669999695E1,7.298326492E0,4.056075096E0
2.756709535E2,6.505601169E1,2.545924089E1,7.041293906E0,1.570000052E0,9.669999695E1,6.261863232E0,3.514064312E0
2.766713368E2,6.505601724E1,2.545930420E1,7.816811264E0,1.600000024E0,9.280000305E1,5.328056812E0,3.060935259E0
2.776711549E2,6.505602407E1,2.545935481E1,8.147868749E0,1.570000052E0,8.709999847E1,4.271502495E0,2.519143105E0
2.786712702E2,6.505602923E1,2.545939700E1,7.962019238E0,1.549999952E0,8.609999847E1,3.860791683E0,2.500000000E0
2.796711543E2,6.505603137E1,2.545943832E1,7.662767487E0,1.559999943E0,8.880000305E1,3.790092468E0,2.500000000E0
2.806715375E2,6.505603117E1,2.545946928E1,6.827932034E0,1.580000043E0,9.130000305E1,3.790092468E0,2.500000000E0
2.816715801E2,6.505602972E1,2.545950046E1,6.889154218E0,1.620000005E0,9.519999695E1,3.790092468E0,2.500000000E0
2.826717302E2,6.505602712E1,2.545952910E1,6.390745228E0,1.500000000E0,9.619999695E1,3.790092468E0,2.500000000E0
2.836717710E2,6.505602526E1,2.545955913E1,6.180727213E0,1.570000052E0,9.490000153E1,3.790092468E0,2.500000000E0
2.846713733E2,6.505602347E1,2.545958957E1,5.710333238E0,1.559999943E0,9.680000305E1,3.790092468E0,2.500000000E0
2.856718075E2,6.505602065E1,2.545962084E1,5.788828913E0,1.559999943E0,9.900000000E1,3.790092468E0,2.500000000E0
2.866717361E2,6.505601779E1,2.545965384E1,5.633560142E0,1.580000043E0,9.880000305E1,3.790092468E0,2.500000000E0
2.876719153E2,6.505601546E1,2.545968792E1,5.564900167E0,1.580000043E0,9.819999695E1,3.790092468E0,2.500000000E0
2.886717871E2,6.505601387E1,2.545972214E1,5.583947440E0,1.610000014E0,9.719999695E1,3.790092468E0,2.500000000E0
2.896718000E2,6.505601193E1,2.545975521E1,5.439481540E0,1.559999943E0,1.005000000E2,3.790092468E0,2.500000000E0
2.906712167E2,6.505600933E1,2.545978831E1,5.702547639E0,1.590000033E0,1.028000031E2,3.790092468E0,2.500000000E0
2.916716225E2,6.505600661E1,2.545982139E1,5.606727063E0,1.529999971E0,1.023000031E2,3.790092468E0,2.500000000E0
2.926710435E2,6.505600365E1,2.545985448E1,5.572552089E0,1.549999952E0,1.038000031E2,3.790092468E0,2.500000000E0
2.936716182E2,6.505599992E1,2.545988794E1,5.729783704E0,1.549999952E0,1.055999985E2,3.790092468E0,2.500000000E0
2.946718391E2,6.505599541E1,2.545991989E1,5.556388017E0,1.519999981E0,1.076999969E2,3.790092468E0,2.500000000E0
2.956712569E2,6.505599062E1,2.545995026E1,5.633968830E0,1.470000029E0,1.090999985E2,3.790092468E0,2.500000000E0
2.966711370E2,6.505598655E1,2.545998121E1,5.714296009E0,1.519999981E0,1.075999985E2,3.790092468E0,2.500000000E0
2.976715060E2,6.505598231E1,2.546001376E1,5.641913465E0,1.529999971E0,1.063000031E2,3.790092468E0,2.500000000E0
2.986710144E2,6.505597798E1,2.546004503E1,5.697338434E0,1.480000019E0,1.089000015E2,3.790092468E0,2.500000000E0
2.996712847E2,6.505597288E1,2.546007641E1,5.883012738E0,1.509999990E0,1.099000015E2,3.790092468E0,2.500000000E0
3.006715566E2,6.505596816E1,2.546010797E1,5.988364648E0,1.470000029E0,1.068000031E2,3.790092468E0,2.500000000E0
3.016715448E2,6.505596472E1,2.546014067E1,6.083828488E0,1.529999971E0,1.070999985E2,3.790092468E0,2.500000000E0
3.026710264E2,6.505596113E1,2.546016945E1,6.177399874E0,1.340000033E0,1.080000000E2,3.790092468E0,2.500000000E0
3.036711616E2,6.505595658E1,2.546019738E1,6.335241561E0,1.409999967E0,1.086999969E2,3.790092468E0,2.500000000E0
3.046714322E2,6.505595063E1,2.546022475E1,6.439983144E0,1.389999986E0,1.129000015E2,3.790092468E0,2.500000000E0
3.056709752E2,6.505594370E1,2.546025467E1,6.570970499E0,1.470000029E0,1.150000000E2,3.790092468E0,2.500000000E0
3.066711847E2,6.505593687E1,2.546028532E1,6.607597541E0,1.490000010E0,1.113000031E2,3.790092468E0,2.500000000E0
3.076710689E2,6.505593115E1,2.546031634E1,6.537046458E0,1.440000057E0,1.086999969E2,3.790092468E0,2.500000000E0
3.086713347E2,6.505592573E1,2.546035021E1,6.764835410E0,1.570000052E0,1.084000015E2,3.790092468E0,2.500000000E0
3.096717545E2,6.505592022E1,2.546038313E1,6.820077906E0,1.509999990E0,1.095999985E2,3.790092468E0,2.500000000E0
3.106710399E2,6.505591429E1,2.546041568E1,6.933975311E0,1.549999952E0,1.105999985E2,3.790092468E0,2.500000000E0
3.116717755E2,6.505590883E1,2.546044803E1,7.046895949E0,1.460000038E0,1.088000031E2,3.790092468E0,2.500000000E0
3.126717775E2,6.505590408E1,2.546047997E1,7.252955916E0,1.480000019E0,1.060999985E2,3.790092468E0,2.500000000E0
3.136715465E2,6.505589945E1,2.546051233E1,7.462800061E0,1.519999981E0,1.070999985E2,3.790092468E0,2.500000000E0
3.146709590E2,6.505589378E1,2.546054492E1,7.612952250E0,1.539999962E0,1.110000000E2,3.790092468E0,2.500000000E0
3.156716402E2,6.505588851E1,2.546057736E1,7.495220968E0,1.549999952E0,1.105999985E2,3.790092468E0,2.500000000E0
3.166717850E2,6.505588414E1,2.546061152E1,7.848802998E0,1.580000043E0,1.070000000E2,3.790092468E0,2.500000000E0
3.176715702E2,6.505588014E1,2.546064592E1,7.739372215E0,1.549999952E0,1.065000000E2,3.790092468E0,2.500000000E0
3.186718940E2,6.505587712E1,2.546067893E1,7.640133773E0,1.559999943E0,1.040999985E2,3.790092468E0,2.500000000E0
3.196710890E2,6.505587512E1,2.546071414E1,7.687440583E0,1.610000014E0,1.020999985E2,3.790092468E0,2.500000000E0
3.206715924E2,6.505587351E1,2.546074592E1,7.500005661E0,1.590000033E0,1.025999985E2,3.790092468E0,2.500000000E0
3.216710882E2,6.505587257E1,2.546077569E1,7.271249463E0,1.529999971E0,1.024000015E2,3.790092468E0,2.500000000E0
3.226715014E2,6.505587271E1,2.546080416E1,7.182141144E0,1.549999952E0,9.880000305E1,3.790092468E0,2.500000000E0
3.236717985E2,6.505587251E1,2.546083480E1,7.205765124E0,1.610000014E0,9.819999695E1,3.790092468E0,2.500000000E0
3.246711524E2,6.505587196E1,2.546086509E1,6.942401898E0,1.519999981E0,9.759999847E1,3.790092468E0,2.500000000E0
3.256716061E2,6.505587188E1,2.546089446E1,6.954184874E0,1.529999971E0,9.640000153E1,3.790092468E0,2.500000000E0
3.266715809E2,6.505587188E1,2.546092340E1,6.738428711E0,1.539999962E0,9.500000000E1,3.790092468E0,2.500000000E0
3.276710330E2,6.505587247E1,2.546095339E1,6.668058174E0,1.549999952E0,9.169999695E1,3.790092468E0,2.500000000E0
3.286716836E2,6.505587354E1,2.546098430E1,6.591095754E0,1.600000024E0,9.030000305E1,3.790092468E0,2.500000000E0
3.296713152E2,6.505587472E1,2.546101496E1,6.580722619E0,1.590000033E0,8.969999695E1,3.790092468E0,2.500000000E0
3.306716995E2,6.505587602E1,2.546104631E1,6.601660548E0,1.600000024E0,8.900000000E1,3.790092468E0,2.500000000E0
3.316712043E2,6.505587802E1,2.546107654E1,6.484353456E0,1.620000005E0,8.809999847E1,3.790092468E0,2.500000000E0
3.326717722E2,6.505588074E1,2.546110752E1,6.362285424E0,1.669999957E0,8.450000000E1,3.790092468E0,2.500000000E0
3.336714708E2,6.505588398E1,2.546113767E1,6.345258606E0,1.649999976E0,8.230000305E1,3.790092468E0,2.500000000E0
3.346716203E2,6.505588651E1,2.546116694E1,6.440963902E0,1.610000014E0,8.269999695E1,3.790092468E0,2.500000000E0
3.356715432E2,6.505588773E1,2.546119868E1,6.655749560E0,1.629999995E0,8.650000000E1,3.790092468E0,2.500000000E0
3.366715941E2,6.505588789E1,2.546123048E1,6.691031241E0,1.570000052E0,8.669999695E1,3.790092468E0,2.500000000E0
3.376713575E2,6.505588941E1,2.546126238E1,6.767083890E0,1.570000052E0,8.400000000E1,3.790092468E0,2.500000000E0
3.386715118E2,6.505589108E1,2.546128890E1,6.769161293E0,1.409999967E0,8.640000153E1,3.790092468E0,2.500000000E0
3.396715655E2,6.505589249E1,2.546131618E1,6.903196886E0,1.490000010E0,8.380000305E1,3.790092468E0,2.500000000E0
3.406709500E2,6.505589457E1,2.546134416E1,6.955140011E0,1.440000057E0,7.840000153E1,3.790092468E0,2.500000000E0
3.416713623E2,6.505589880E1,2.546137425E1,7.142885753E0,1.549999952E0,7.009999847E1,3.790092468E0,2.500000000E0
3.426712972E2,6.505590429E1,2.546140449E1,7.100101239E0,1.529999971E0,6.730000305E1,3.790092468E0,2.500000000E0
3.436714761E2,6.505590865E1,2.546143633E1,7.060796339E0,1.559999943E0,7.080000305E1,3.790092468E0,2.500000000E0
3.446718950E2,6.505591086E1,2.546147017E1,7.065498833E0,1.549999952E0,7.900000000E1,3.790092468E0,2.500000000E0
3.456713143E2,6.505591078E1,2.546150566E1,7.089794676E0,1.580000043E0,8.680000305E1,3.790092468E0,2.500000000E0
3.466717418E2,6.505590950E1,2.546154076E1,7.231766723E0,1.570000052E0,9.090000153E1,3.790092468E0,2.500000000E0
3.476713144E2,6.505590780E1,2.546157639E1,7.307027563E0,1.580000043E0,9.259999847E1,3.790092468E0,2.500000000E0
3.486718311E2,6.505590647E1,2.546161140E1,7.353662705E0,1.549999952E0,9.109999847E1,3.790092468E0,2.500000000E0
3.496712758E2,6.505590556E1,2.546164598E1,7.368376252E0,1.529999971E0,9.109999847E1,3.790092468E0,2.500000000E0
3.506717466E2,6.505590533E1,2.546168177E1,7.335787419E0,1.610000014E0,9.050000000E1,3.790092468E0,2.500000000E0
3.516716211E2,6.505590510E1,2.546171673E1,7.533789318E0,1.620000005E0,8.909999847E1,3.790092468E0,2.500000000E0
3.526710635E2,6.505590548E1,2.546175205E1,7.611246586E0,1.610000014E0,8.759999847E1,3.790092468E0,2.500000000E0
3.536713330E2,6.505590622E1,2.546178799E1,7.529646164E0,1.610000014E0,8.730000305E1,3.790092468E0,2.500000000E0
3.546716731E2,6.505590735E1,2.546182365E1,7.546800444E0,1.620000005E0,8.559999847E1,3.790092468E0,2.500000000E0
3.556711267E2,6.505590859E1,2.546186043E1,7.679067107E0,1.659999967E0,8.469999695E1,3.790092468E0,2.500000000E0
3.566714777E2,6.505590934E1,2.546189422E1,7.841912251E0,1.549999952E0,8.619999695E1,3.790092468E0,2.500000000E0
3.576718242E2,6.505590940E1,2.546192956E1,8.030941911E0,1.639999986E0,8.790000153E1,3.790092468E0,2.500000000E0
3.586711911E2,6.505590893E1,2.546196537E1,8.126527002E0,1.590000033E0,8.680000305E1,3.790092468E0,2.500000000E0
3.596715967E2,6.505591035E1,2.546200000E1,8.111759672E0,1.590000033E0,8.300000000E1,3.790092468E0,2.500000000E0
3.606709573E2,6.505591335E1,2.546203485E1,8.144477108E0,1.669999957E0,7.919999695E1,3.790092468E0,2.500000000E0
3.616713454E2,6.505591760E1,2.546206993E1,8.190804926E0,1.700000048E0,7.730000305E1,3.790092468E0,2.500000000E0
3.626714922E2,6.505592099E1,2.546210522E1,8.266063763E0,1.629999995E0,7.669999695E1,3.790092468E0,2.500000000E0
3.636709638E2,6.505592485E1,2.546213910E1,8.111646974E0,1.639999986E0,7.659999847E1,3.790092468E0,2.500000000E0
3.646714233E2,6.505592925E1,2.546217043E1,8.040237514E0,1.559999943E0,7.350000000E1,3.790092468E0,2.500000000E0
3.656718649E2,6.505593469E1,2.546220041E1,7.837662957E0,1.649999976E0,7.330000305E1,3.790092468E0,2.500000000E0
3.666715211E2,6.505593926E1,2.546222943E1,7.693926523E0,1.620000005E0,7.609999847E1,3.790092468E0,2.500000000E0
3.676716451E2,6.505594423E1,2.546225855E1,7.711688969E0,1.629999995E0,7.469999695E1,3.790092468E0,2.500000000E0
3.686710662E2,6.505595002E1,2.546228963E1,7.711934221E0,1.679999948E0,7.290000153E1,3.790092468E0,2.500000000E0
3.696714518E2,6.505595556E1,2.546232196E1,7.982748551E0,1.649999976E0,7.130000305E1,3.790092468E0,2.500000000E0
3.706709312E2,6.505596037E1,2.546235362E1,7.951744243E0,1.629999995E0,7.200000000E1,3.790092468E0,2.500000000E0
3.716713867E2,6.505596580E1,2.546238153E1,7.888634801E0,1.610000014E0,7.140000153E1,3.790092468E0,2.500000000E0
3.726715175E2,6.505597119E1,2.546240682E1,7.883020209E0,1.500000000E0,6.950000000E1,3.790092468E0,2.500000000E0
3.736716822E2,6.505597642E1,2.546243233E1,7.722986758E0,1.580000043E0,7.119999695E1,3.790092468E0,2.500000000E0
3.746718264E2,6.505598115E1,2.546245916E1,7.637355497E0,1.639999986E0,7.390000153E1,3.790092468E0,2.500000000E0
3.756717890E2,6.505598546E1,2.546248721E1,7.468899823E0,1.669999957E0,7.380000305E1,3.790092468E0,2.500000000E0
3.766709280E2,6.505599119E1,2.546251656E1,7.447294328E0,1.639999986E0,7.109999847E1,3.790092468E0,2.500000000E0
3.776711610E2,6.505599642E1,2.546254780E1,7.338653096E0,1.659999967E0,7.419999695E1,3.790092468E0,2.500000000E0
3.786711899E2,6.505599991E1,2.546257916E1,7.072358740E0,1.649999976E0,7.690000153E1,3.790092468E0,2.500000000E0
3.796715395E2,6.505600374E1,2.546261164E1,7.041599042E0,1.649999976E0,7.650000000E1,3.790092468E0,2.500000000E0
3.806710016E2,6.505600708E1,2.546264308E1,7.024816472E0,1.620000005E0,7.730000305E1,3.790092468E0,2.500000000E0
3.816715204E2,6.505600976E1,2.546267500E1,6.889198759E0,1.620000005E0,7.730000305E1,3.790092468E0,2.500000000E0
3.826709306E2,6.505601230E1,2.546270788E1,6.728434720E0,1.590000033E0,7.859999847E1,3.790092468E0,2.500000000E0
3.836718588E2,6.505601513E1,2.546274345E1,6.777082479E0,1.669999957E0,7.859999847E1,3.790092468E0,2.500000000E0
3.846712356E2,6.505601804E1,2.546277985E1,6.928147290E0,1.649999976E0,8.030000305E1,3.790092468E0,2.500000000E0
3.856717546E2,6.505602030E1,2.546281734E1,6.908863347E0,1.649999976E0,8.140000153E1,3.790092468E0,2.500000000E0
3.866713039E2,6.505602269E1,2.546285329E1,6.868399990E0,1.600000024E0,8.080000305E1,3.790092468E0,2.500000000E0
3.876710119E2,6.505602437E1,2.546289118E1,6.899165143E0,1.639999986E0,8.259999847E1,3.790092468E0,2.500000000E0
3.886715505E2,6.505602467E1,2.546292893E1,6.945860989E0,1.629999995E0,8.619999695E1,3.790092468E0,2.500000000E0
3.896710684E2,6.505602476E1,2.546296601E1,7.014468464E0,1.559999943E0,8.700000000E1,3.790092468E0,2.500000000E0
3.906715556E2,6.505602612E1,2.546300392E1,6.951117532E0,1.620000005E0,8.150000000E1,3.790092468E0,2.500000000E0
3.916710138E2,6.505602901E1,2.546304275E1,6.894541011E0,1.620000005E0,8.150000000E1,3.790092468E0,2.500000000E0
3.926718997E2,6.505603637E1,2.546307608E1,6.893260027E0,1.679999948E0,7.509999847E1,3.790092468E0,2.500000000E0
3.936711034E2,6.505604061E1,2.546310494E1,6.707226346E0,1.519999981E0,8.369999695E1,3.790092468E0,2.500000000E0
3.946716649E2,6.505604109E1,2.546312886E1,6.506301004E0,1.450000048E0,9.219999695E1,3.790092468E0,2.500000000E0
3.956710050E2,6.505604069E1,2.546315030E1,6.593766847E0,1.419999957E0,9.359999847E1,3.790092468E0,2.500000000E0
